hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz
361,6459630813184,247.163,-90.8382,-34.6597,247.163,-90.8382,-34.6597
362,5428838662144,263.824,-7.06219,-33.0552,263.824,-7.06219,-33.0552
363,5634997092352,260.123,12.5481,-3.37015,260.123,12.5481,-3.37015
364,3023656976384,-33.9489,261.655,11.5169,-33.9489,261.655,11.5169
365,3985729650688,-121.463,236.299,48.5796,-121.463,236.299,48.5796
366,3985729650688,-118.539,230.611,47.1024,-118.539,230.611,47.1024
367,2199023255552,62.3556,-251.185,119.116,62.3556,-251.185,119.116
368,274877906944,223.829,126.968,147.063,223.829,126.968,147.063
369,755914244096,34.4364,254.411,129.116,34.4364,254.411,129.116
370,1717986918400,129.704,-225.893,215.46,129.704,-225.893,215.46
371,412316860416,225.356,-133.794,231.602,225.356,-133.794,231.602
372,962072674304,252.838,-64.586,218.132,252.838,-64.586,218.132
373,1511828488192,-119.587,236.763,169.485,-119.587,236.763,169.485
374,1511828488192,-116.843,231.327,165.301,-116.843,231.327,165.301
375,2611340115968,-135.15,-220.336,338.484,-135.15,-220.336,338.484
376,5085241278464,-147.101,-210.275,306.76,-147.101,-210.275,306.76
377,4123168604160,108.16,-236.536,261.313,108.16,-236.536,261.313
378,137438953472,121.481,-226.148,263.559,121.481,-226.148,263.559
379,343597383680,-56.136,251.719,265.49,-56.136,251.719,265.49
380,4398046511104,-224.03,130.763,305.442,-224.03,130.763,305.442
381,4191888080896,-259.634,39.9566,305.261,-259.634,39.9566,305.261
382,4191888080896,-253.351,38.9902,297.565,-253.351,38.9902,297.565
383,6803228196864,-148.039,214.926,535.17,-148.039,214.926,535.17
384,3367254360064,-260.353,-15.7535,660.076,-260.353,-15.7535,660.076
385,4741643894784,81.5629,252.757,650.962,81.5629,252.757,650.962
386,4741643894784,79.6199,246.735,635.147,79.6199,246.735,635.147
387,687194767360,-180.2,192.39,636.916,-180.2,192.39,636.916
388,3092376453120,-178.998,193.139,611.988,-178.998,193.139,611.988
389,3642132267008,-220.397,-135.091,677.34,-220.397,-135.091,677.34
390,5841155522560,120.047,-226.754,739.796,120.047,-226.754,739.796
391,5222680231936,236.107,122.235,832.075,236.107,122.235,832.075
392,5222680231936,230.316,119.238,811.353,230.316,119.238,811.353
393,5360119185408,-103.504,237.689,873.386,-103.504,237.689,873.386
394,5772436045824,-79.864,243.542,969.792,-79.864,243.542,969.792
395,5772436045824,-82.7726,252.41,1005.57,-82.7726,252.41,1005.57
396,5772436045824,-80.791,246.368,981.195,-80.791,246.368,981.195
397,6390911336448,-66.0546,356.292,-1081.81,-66.0546,356.292,-1081.81
398,1992864825344,104.867,-343.751,-715.379,104.867,-343.751,-715.379
399,5703716569088,-136.371,-331.706,-529.439,-136.371,-331.706,-529.439
400,6597069766656,328.918,146.453,-490.378,328.918,146.453,-490.378
401,2680059592704,-236.082,269.146,-461.05,-236.082,269.146,-461.05
402,6253472382976,217.969,-290.398,-360.552,217.969,-290.398,-360.552
403,6528350289920,342.442,-124.313,-375.42,342.442,-124.313,-375.42
404,4466765987840,176.094,315.449,-439.502,176.094,315.449,-439.502
405,2336462209024,-44.7276,356.682,-402.068,-44.7276,356.682,-402.068
406,1786706395136,-86.5505,349.147,-441.518,-86.5505,349.147,-441.518
407,2680059592704,-238.056,271.4,-464.801,-238.056,271.4,-464.801
408,2405181685760,-360.105,-43.1326,-336.916,-360.105,-43.1326,-336.916
409,2405181685760,-353.759,-42.3547,-331.201,-353.759,-42.3547,-331.201
410,6253472382976,216.16,-287.988,-357.666,216.16,-287.988,-357.666
411,2954937499648,281.566,-218.67,-342.378,281.566,-218.67,-342.378
412,1649267441664,343.987,103.069,-301.731,343.987,103.069,-301.731
413,3161095929856,-152.143,327.509,-255.954,-152.143,327.509,-255.954
414,3779571220480,-192.442,-310.971,-226.155,-192.442,-310.971,-226.155
415,3779571220480,-189.053,-305.497,-222.398,-189.053,-305.497,-222.398
416,0,-40.19,-363.102,-222.105,-40.19,-363.102,-222.105
417,0,-39.5055,-356.91,-218.535,-39.5055,-356.91,-218.535
418,1236950581248,346.284,-102.444,-168.501,346.284,-102.444,-168.501
419,5978594476032,192.495,310.92,-182.209,192.495,310.92,-182.209
420,5978594476032,189.103,305.459,-179.231,189.103,305.459,-179.231
421,618475290624,-149.935,331.112,-243.847,-149.935,331.112,-243.847
422,3161095929856,-153.422,330.248,-257.989,-153.422,330.248,-257.989
423,1580547964928,258.452,252.431,-115.242,258.452,252.431,-115.242
424,4535485464576,-240.115,266.508,-91.0111,-240.115,266.508,-91.0111
425,1443109011456,-321.933,-159.916,37.6792,-321.933,-159.916,37.6792
426,5153960755200,-301.338,-196.276,7.00549,-301.338,-196.276,7.00549
427,6459630813184,338.233,-131.292,-42.9326,338.233,-131.292,-42.9326
428,5428838662144,363.126,-9.77113,-40.6825,363.126,-9.77113,-40.6825
429,5634997092352,360.66,17.3883,0.270787,360.66,17.3883,0.270787
430,3023656976384,-46.2862,356.653,20.3421,-46.2862,356.653,20.3421
431,3985729650688,-163.237,317.539,69.6804,-163.237,317.539,69.6804
432,2199023255552,86.7167,-349.125,170.555,86.7167,-349.125,170.555
433,274877906944,314.975,178.691,212.161,314.975,178.691,212.161
434,755914244096,48.7825,360.271,188.163,48.7825,360.271,188.163
435,1511828488192,-162.142,321.108,234.405,-162.142,321.108,234.405
436,1717986918400,178.949,-311.716,302.165,178.949,-311.716,302.165
437,412316860416,306.988,-182.242,320.12,306.988,-182.242,320.12
438,962072674304,349.143,-89.1104,306.072,349.143,-89.1104,306.072
439,5085241278464,-207.255,-296.691,437.875,-207.255,-296.691,437.875
440,4123168604160,151.185,-330.802,370.517,151.185,-330.802,370.517
441,137438953472,171.145,-317.772,375.751,171.145,-317.772,375.751
442,343597383680,-79.4711,356.046,380.84,-79.4711,356.046,380.84
443,343597383680,-78.1727,350.246,374.427,-78.1727,350.246,374.427
444,4398046511104,-311.199,181.628,429.259,-311.199,181.628,429.259
445,4191888080896,-358.186,55.1097,425.988,-358.186,55.1097,425.988
446,2611340115968,-186.374,-303.814,471.589,-186.374,-303.814,471.589
447,6803228196864,-202.937,294.656,738.422,-202.937,294.656,738.422
448,3092376453120,-246.427,265.924,847.395,-246.427,265.924,847.395
449,3367254360064,-358.082,-21.6529,912.658,-358.082,-21.6529,912.658
450,3642132267008,-308.053,-188.834,951.85,-308.053,-188.834,951.85
451,4741643894784,109.618,339.725,879.33,109.618,339.725,879.33
452,687194767360,-246.025,262.642,874.2,-246.025,262.642,874.2
453,5841155522560,168.754,-318.658,1044.9,168.754,-318.658,1044.9
454,1992864825344,145.785,-477.956,-989.668,145.785,-477.956,-989.668
455,5703716569088,-189.961,-461.962,-732.345,-189.961,-461.962,-732.345
456,6597069766656,453.983,201.731,-671.746,453.983,201.731,-671.746
457,4466765987840,243.602,436.315,-603.016,243.602,436.315,-603.016
458,1786706395136,-120.652,486.869,-610.619,-120.652,486.869,-610.619
459,2680059592704,-330.293,376.845,-640.208,-330.293,376.845,-640.208
460,6253472382976,299.204,-398.666,-490.189,299.204,-398.666,-490.189
461,2954937499648,395.314,-306.964,-475.5,395.314,-306.964,-475.5
462,6528350289920,469.619,-170.525,-510.106,469.619,-170.525,-510.106
463,2336462209024,-62.4739,498.439,-556.772,-62.4739,498.439,-556.772
464,2336462209024,-61.6991,492.247,-550.015,-61.6991,492.247,-550.015
465,2405181685760,-497.835,-60.1712,-460.946,-497.835,-60.1712,-460.946
466,1649267441664,481.02,144.645,-416.952,481.02,144.645,-416.952
467,3779571220480,-262.742,-424.523,-304.077,-262.742,-424.523,-304.077
468,0,-54.5953,-493.484,-297.265,-54.5953,-493.484,-297.265
469,618475290624,-206.404,455.766,-330.839,-206.404,455.766,-330.839
470,3161095929856,-211.527,454.443,-350.315,-211.527,454.443,-350.315
471,3161095929856,-209.079,449.22,-346.431,-209.079,449.22,-346.431
472,1236950581248,480.515,-142.096,-228.851,480.515,-142.096,-228.851
473,1580547964928,358.96,351.254,-155.212,358.96,351.254,-155.212
474,5978594476032,264.59,426.847,-245.454,264.59,426.847,-245.454
475,6459630813184,458.215,-190.795,-54.0516,458.215,-190.795,-54.0516
476,5428838662144,499.355,-13.5348,-51.1462,499.355,-13.5348,-51.1462
477,1580547964928,356.818,349.145,-154.36,356.818,349.145,-154.36
478,4535485464576,-334.072,370.861,-121.63,-334.072,370.861,-121.63
479,5153960755200,-418.643,-272.765,14.7145,-418.643,-272.765,14.7145
480,5428838662144,502.36,-13.6184,-51.377,502.36,-13.6184,-51.377
481,5634997092352,501.53,24.1593,5.37239,501.53,24.1593,5.37239
482,3023656976384,-64.2914,495.185,33.2118,-64.2914,495.185,33.2118
483,1443109011456,-447.791,-222.25,57.3993,-447.791,-222.25,57.3993
484,3985729650688,-227.658,442.787,102.213,-227.658,442.787,102.213
485,2199023255552,121.012,-486.836,242.887,121.012,-486.836,242.887
486,274877906944,433.092,245.734,296.526,433.092,245.734,296.526
487,755914244096,67.2081,496.147,263.953,67.2081,496.147,263.953
488,1511828488192,-224.114,444.014,328.993,-224.114,444.014,328.993
489,1717986918400,251.236,-437.762,429.49,251.236,-437.762,429.49
490,1717986918400,248.249,-432.553,424.228,248.249,-432.553,424.228
491,412316860416,430.496,-255.531,454.042,430.496,-255.531,454.042
492,962072674304,488.602,-124.552,433.4,488.602,-124.552,433.4
493,4123168604160,207.963,-455.364,514.784,207.963,-455.364,514.784
494,137438953472,237.463,-439.392,524.877,237.463,-439.392,524.877
495,343597383680,-108.378,485.018,523.453,-108.378,485.018,523.453
496,5085241278464,-288.55,-413.874,615.478,-288.55,-413.874,615.478
497,2611340115968,-262.827,-428.374,670.214,-262.827,-428.374,670.214
498,5085241278464,-285.181,-409.009,608.109,-285.181,-409.009,608.109
499,4398046511104,-432.844,252.589,602.032,-432.844,252.589,602.032
500,4191888080896,-493.551,75.9083,591.809,-493.551,75.9083,591.809
501,6803228196864,-286.349,415.818,1047.28,-286.349,415.818,1047.28
502,6803228196864,-282.909,410.82,1034.54,-282.909,410.82,1034.54
503,5703716569088,-249.758,-607.237,-958.663,-249.758,-607.237,-958.663
504,6597069766656,603.628,267.576,-888.602,603.628,267.576,-888.602
505,4466765987840,321.756,576.196,-792.268,321.756,576.196,-792.268
506,1786706395136,-158.98,641.75,-800.78,-158.98,641.75,-800.78
507,2680059592704,-434.579,496.254,-838.708,-434.579,496.254,-838.708
508,6528350289920,618.065,-224.5,-667.33,618.065,-224.5,-667.33
509,2336462209024,-81.873,653.534,-726.032,-81.873,653.534,-726.032
510,2405181685760,-659.806,-80.594,-606.848,-659.806,-80.594,-606.848
511,2405181685760,-653.758,-79.8239,-601.4,-653.758,-79.8239,-601.4
512,6253472382976,398.868,-531.53,-649.263,398.868,-531.53,-649.263
513,6253472382976,395.247,-526.703,-643.483,395.247,-526.703,-643.483
514,2954937499648,521.501,-404.886,-623.163,521.501,-404.886,-623.163
515,6528350289920,620.881,-225.524,-670.312,620.881,-225.524,-670.312
516,1649267441664,632.008,190.797,-543.986,632.008,190.797,-543.986
517,3779571220480,-348.169,-562.475,-398.748,-348.169,-562.475,-398.748
518,0,-72.8484,-658.852,-392.591,-72.8484,-658.852,-392.591
519,618475290624,-272.688,602.045,-432.927,-272.688,602.045,-432.927
520,3161095929856,-279.897,599.963,-458.576,-279.897,599.963,-458.576
521,1236950581248,630.551,-186.382,-296.303,630.551,-186.382,-296.303
522,5978594476032,347.229,559.381,-317.812,347.229,559.381,-317.812
523,1580547964928,472.715,463.551,-200.541,472.715,463.551,-200.541
524,4535485464576,-442.291,491.099,-156.904,-442.291,491.099,-156.904
525,6459630813184,598.316,-269.874,-67.4087,598.316,-269.874,-67.4087
526,5428838662144,658.603,-18.0039,-63.3782,658.603,-18.0039,-63.3782
527,4535485464576,-440.287,488.871,-156.25,-440.287,488.871,-156.25
528,5153960755200,-553.564,-360.796,23.5829,-553.564,-360.796,23.5829
529,5634997092352,662.565,31.8836,11.2042,662.565,31.8836,11.2042
530,3023656976384,-85.2914,656.593,48.207,-85.2914,656.593,48.207
531,1443109011456,-589.806,-292.462,79.6432,-589.806,-292.462,79.6432
532,3985729650688,-300.383,584.126,138.929,-300.383,584.126,138.929
533,2199023255552,158.908,-638.777,322.7,158.908,-638.777,322.7
534,755914244096,88.2842,651.446,350.578,88.2842,651.446,350.578
535,274877906944,574.688,326.128,397.669,574.688,326.128,397.669
536,1511828488192,-296.914,588.513,440.18,-296.914,588.513,440.18
537,1717986918400,329.221,-573.833,566.919,329.221,-573.833,566.919
538,1717986918400,326.229,-568.61,561.644,326.229,-568.61,561.644
539,962072674304,635.269,-161.735,567.29,635.269,-161.735,567.29
540,1717986918400,330.72,-576.448,569.559,330.72,-576.448,569.559
541,1717986918400,327.714,-571.202,564.261,327.714,-571.202,564.261
542,412316860416,567.864,-337.029,602.985,567.864,-337.029,602.985
543,962072674304,644.022,-163.951,575.279,644.022,-163.951,575.279
544,962072674304,638.165,-162.468,569.933,638.165,-162.468,569.933
545,4123168604160,273.239,-598.799,680.865,273.239,-598.799,680.865
546,137438953472,314.247,-579.178,696.565,314.247,-579.178,696.565
547,343597383680,-144.655,646.464,701.997,-144.655,646.464,701.997
548,343597383680,-143.265,640.289,695.167,-143.265,640.289,695.167
549,5085241278464,-378.253,-543.709,811.993,-378.253,-543.709,811.993
550,4398046511104,-570.969,333.139,798.196,-570.969,333.139,798.196
551,4191888080896,-653.965,100.533,788.31,-653.965,100.533,788.31
552,2611340115968,-344.625,-561.593,882.669,-344.625,-561.593,882.669
553,4466765987840,399.881,715.979,-981.403,399.881,715.979,-981.403
554,1786706395136,-197.694,798.294,-992.977,-197.694,798.294,-992.977
555,2680059592704,-541.961,619.419,-1043.3,-541.961,619.419,-1043.3
556,4466765987840,398.419,713.365,-977.866,398.419,713.365,-977.866
557,2336462209024,-101.6,811.398,-898.309,-101.6,811.398,-898.309
558,6253472382976,492.26,-656.067,-798.352,492.26,-656.067,-798.352
559,2954937499648,648.388,-503.324,-771.63,648.388,-503.324,-771.63
560,6528350289920,771.183,-280.211,-829.514,771.183,-280.211,-829.514
561,2405181685760,-811.369,-100.082,-743.418,-811.369,-100.082,-743.418
562,2954937499648,646.019,-501.486,-768.859,646.019,-501.486,-768.859
563,1649267441664,784.075,237.641,-672.014,784.075,237.641,-672.014
564,3161095929856,-347.561,743.329,-565.323,-347.561,743.329,-565.323
565,3779571220480,-430.544,-695.462,-490.02,-430.544,-695.462,-490.02
566,0,-90.2084,-816.295,-483.349,-90.2084,-816.295,-483.349
567,618475290624,-336.805,743.498,-531.651,-336.805,743.498,-531.651
568,3161095929856,-346.279,740.618,-563.304,-346.279,740.618,-563.304
569,1236950581248,787.918,-232.79,-367.046,787.918,-232.79,-367.046
570,5978594476032,433.296,697.023,-393.018,433.296,697.023,-393.018
571,1580547964928,587.568,577.417,-246.403,587.568,577.417,-246.403
572,4535485464576,-552.076,613.122,-192.695,-552.076,613.122,-192.695
573,4535485464576,-547.725,608.286,-191.276,-547.725,608.286,-191.276
574,6459630813184,734.982,-357.964,-80.9085,734.982,-357.964,-80.9085
575,5428838662144,818.019,-22.5527,-75.6231,818.019,-22.5527,-75.6231
576,5153960755200,-691.348,-450.759,32.6415,-691.348,-450.759,32.6415
577,5153960755200,-685.833,-447.157,32.2789,-685.833,-447.157,32.2789
578,5634997092352,823.469,39.5847,17.0313,823.469,39.5847,17.0313
579,1443109011456,-735.173,-364.196,102.404,-735.173,-364.196,102.404
580,3023656976384,-105.463,811.471,62.5958,-105.463,811.471,62.5958
581,3985729650688,-374.572,728.254,176.372,-374.572,728.254,176.372
582,2199023255552,198.735,-798.205,406.454,198.735,-798.205,406.454
583,755914244096,110.307,813.583,441.019,110.307,813.583,441.019
584,274877906944,713.992,405.246,497.183,713.992,405.246,497.183
585,1511828488192,-369.869,733.448,551.683,-369.869,733.448,551.683
586,1717986918400,408.765,-712.718,707.165,408.765,-712.718,707.165
587,1717986918400,405.609,-707.205,701.599,405.609,-707.205,701.599
588,412316860416,705.475,-418.651,752.181,705.475,-418.651,752.181
589,962072674304,791.734,-201.299,710.102,791.734,-201.299,710.102
590,4123168604160,339.951,-745.642,850.843,339.951,-745.642,850.843
591,137438953472,393.072,-721.555,871.757,393.072,-721.555,871.757
592,343597383680,-179.223,799.879,871.681,-179.223,799.879,871.681
593,4191888080896,-806.564,123.936,975.233,-806.564,123.936,975.233
594,5085241278464,-468.135,-674.37,1009.48,-468.135,-674.37,1009.48
595,4398046511104,-712.086,415.404,998.592,-712.086,415.404,998.592
596,4191888080896,-809.52,124.39,978.855,-809.52,124.39,978.855
597,6253472382976,613.274,-817.486,-991.573,613.274,-817.486,-991.573
598,6528350289920,960.437,-349.122,-1029.99,960.437,-349.122,-1029.99
599,2405181685760,-1014.08,-126.718,-926.139,-1014.08,-126.718,-926.139
600,2405181685760,-1007.75,-125.876,-920.432,-1007.75,-125.876,-920.432
601,2954937499648,807.486,-626.709,-957.763,807.486,-626.709,-957.763
602,2954937499648,802.407,-622.771,-951.822,802.407,-622.771,-951.822
603,1649267441664,975.161,297.02,-833.016,975.161,297.02,-833.016
604,3161095929856,-432.684,922.785,-699.064,-432.684,922.785,-699.064
605,3779571220480,-538.056,-868.977,-609.116,-538.056,-868.977,-609.116
606,0,-112.019,-1014.33,-597.504,-112.019,-1014.33,-597.504
607,618475290624,-421.042,929.274,-661.319,-421.042,929.274,-661.319
608,5978594476032,538.482,864.707,-484.722,538.482,864.707,-484.722
609,1236950581248,983.344,-290.364,-454.89,983.344,-290.364,-454.89
610,1236950581248,977.124,-288.532,-452.094,977.124,-288.532,-452.094
611,1580547964928,727.023,716.333,-302.221,727.023,716.333,-302.221
612,4535485464576,-684.456,760.324,-235.863,-684.456,760.324,-235.863
613,6459630813184,896.887,-478.163,-97.6518,896.887,-478.163,-97.6518
614,5428838662144,1017.03,-28.3367,-90.9094,1017.03,-28.3367,-90.9094
615,5153960755200,-858.333,-559.874,43.6224,-858.333,-559.874,43.6224
616,5153960755200,-853.016,-556.398,43.2727,-853.016,-556.398,43.2727
617,5634997092352,1018.27,48.8854,24.0857,1018.27,48.8854,24.0857
618,1443109011456,-910.788,-450.673,129.889,-910.788,-450.673,129.889
619,3023656976384,-131.061,1007.78,80.8336,-131.061,1007.78,80.8336
620,3985729650688,-467.298,908.31,223.153,-467.298,908.31,223.153
621,2199023255552,246.97,-990.942,507.718,246.97,-990.942,507.718
622,755914244096,137.122,1010.81,551.034,137.122,1010.81,551.034
623,274877906944,888.286,504.271,621.703,888.286,504.271,621.703
624,1511828488192,-457.833,908.372,686.23,-457.833,908.372,686.23
625,1717986918400,506.855,-884.115,880.212,506.855,-884.115,880.212
626,412316860416,879.135,-521.63,940.45,879.135,-521.63,940.45
627,412316860416,873.589,-518.341,934.437,873.589,-518.341,934.437
628,962072674304,990.409,-251.383,891.407,990.409,-251.383,891.407
629,962072674304,984.258,-249.835,885.794,984.258,-249.835,885.794
630,4123168604160,422.959,-928.714,1062.69,422.959,-928.714,1062.69
